id,item_name,price,amount,is_consumable,department_id,date_of_purchased,description,store_store_name,uom_name,quantity,source
0fcee0c3-424f-472b-8f5d-c2d272227fa3,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
0fd77148-5295-4e92-8789-353e3f97eaec,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
0fe8579a-cadb-4fb9-85db-778ad998b877,Imported from China made Shelf  Dixson shelf WXLXH,117391.30434783,1.0,1,Store and Inventory,2025-08-01,Imported from China made Shelf  Dixson shelf WXLXH   (40cmx90cmx2m ) with 5 steps,22 Store,pcs,15.0,asset
0fee4bc1-abbf-4880-a96d-284486186c04,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
110aaa4d-ea37-4693-994c-ad8e6d3d8f45,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
111cba27-08bb-4492-80b1-b2f8fad8cae8,Meeting chair,1440.0,1.0,1,ICT Park TTA,2024-12-31,Meeting chair,Temporary Store,pcs,12.0,asset
123c90d1-465b-4624-9392-2e38952ec194,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
12cb466e-19d4-43f0-b0d6-4ad5afed30e9,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
12fb7c1d-cb72-4eb0-b7e1-07c66531b18b,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
12fecfdb-f7ef-4a49-a864-dedf028de00d,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
13a11f57-4522-4bd1-9a0d-b5451cf3b881,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
13f97646-b33b-4b9c-b1f6-f80554b29527,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
14527a6c-c7e0-4583-8b2c-0d4a1fbb292f,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
14663e6f-7da2-4f0f-a26f-41343c41133d,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
15f47f4e-d379-4d99-be7a-ed7d4c51d81b,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
160871e9-d8bf-4947-bcde-16ae5e0337f6,Staff  Table,763.0,1.0,1,ICT Park TTA,2024-12-31,White MDF Table Dimension (1.20mx0.60m) with Drawer,Temporary Store,pcs,7.0,asset
16293d80-2c3e-4aaf-8fa8-7101661762b8,High Back Blue color Mesh chair,108000.0,1.0,1,HQ Office Facility,2025-03-21,High Back Blue color Mesh chair,HQ-Main Store,pcs,8.0,asset
17e5baa6-9b73-4cf0-b7f1-2b899714dfd9,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
184fe5af-a54a-47ce-872b-e72969ad1ebe,Cafteria  Table,400.0,1.0,1,ICT Park TTA,2024-12-31,Circular Gery  table with Radius =0.45m,Temporary Store,pcs,10.0,asset
187b5f74-cae1-4996-9a6c-660484435953,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
18e3d94b-1647-446e-a2d2-dc774717a74f,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
19a90789-fc8c-461e-8b1d-ae246d5881f2,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
19cca094-81b8-41a6-9360-39c8ae2e95ff,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
19da13dd-3bed-4a8f-8d2d-ff445ee5ce00,Cafteria  Table,400.0,1.0,1,ICT Park TTA,2024-12-31,Circular Gery  table with Radius =0.45m,Temporary Store,pcs,10.0,asset
19f859be-2b22-4200-8a8f-2613836d1ed5,Cafteria  Table,400.0,1.0,1,ICT Park TTA,2024-12-31,Circular Gery  table with Radius =0.45m,Temporary Store,pcs,10.0,asset
1a37cc3b-2b3c-4e2d-90d9-b42df18be5b7,Staff Chair,476.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,7.0,asset
1a4dbc32-1efb-4d95-9251-cc328e2d7e37,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
1bbb93a3-a4e0-4e0d-8be4-33b979cd68ae,Cafteria Chair,3400.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand colors Navy,Cycan,Dark Navy & Gray (Hex BFBFBF)",Temporary Store,pcs,40.0,asset
1be13acd-b816-4bdf-b036-718eb3398c25,Class Room  Table,2015.0,1.0,1,ICT Park TTA,2024-12-31,Dimension (1.50Lx0.61W *0.70H)m with Drawer and glass partion (0.20x1.50) MDF Laminate color is white Mesh; base finish color is black,Temporary Store,pcs,13.0,asset
1c20b7fb-f555-43ca-9853-99817c64b662,Meeting chair,1440.0,1.0,1,ICT Park TTA,2024-12-31,Meeting chair,Temporary Store,pcs,12.0,asset
1c8924a3-5c2f-422f-beff-388b316be4ed,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
1d1e273f-2a31-42b2-8b46-ef2aff6cbd30,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
1d35de5c-3eb6-44a3-ac2c-790fad4d824c,Fom 1.50,10000.0,1.0,1,HQ Office Facility,2024-08-29,Fom 1.50,HQ Office,pcs,1.0,asset
1d3beda7-958a-4fcb-8e7c-450c7bdc1371,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
1d9f2f1f-17c1-446f-9a34-ee13c7472b94,Cafteria Chair,3400.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand colors Navy,Cycan,Dark Navy & Gray (Hex BFBFBF)",Temporary Store,pcs,40.0,asset
1de6f755-dc23-4b35-b057-7a5d8b225450,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
1e30157b-edef-487c-b212-ccafd50d36b6,Meeting chair,1440.0,1.0,1,ICT Park TTA,2024-12-31,Meeting chair,Temporary Store,pcs,12.0,asset
1ea0c1dc-efad-42d5-9b57-dee8694cbe63,Cafteria Chair,3400.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand colors Navy,Cycan,Dark Navy & Gray (Hex BFBFBF)",Temporary Store,pcs,40.0,asset
1f48054c-0382-4a06-9f0e-feb3a61a500e,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
1f922caa-eda3-44d9-a713-f96248184757,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
208b1eb6-c5fa-4bb9-a84b-9a0a65e5be51,Meeting chair,1440.0,1.0,1,ICT Park TTA,2024-12-31,Meeting chair,Temporary Store,pcs,12.0,asset
20b59de1-9597-4524-b5cf-2bd1941f6076,Meeting Table,1500.0,1.0,1,ICT Park TTA,2024-12-31,"Size:L.3000*W.1200*H.760mm (L.10ft W.4ft H.30in) or Customized 

Material: Corin Artificial Marble Quartz or Natural Marble

Color: White or customized 

Producing Time: 4 weeks.

Optional: color size socket etc.",Temporary Store,pcs,2.0,asset
211b716d-edc7-4cf6-84a8-8e5a3f30247b,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
214e3f9e-fc2b-4fc9-ac2c-9aab68b376e7,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
240b38b3-8030-47e8-b22b-24ccc7ce1f38,Class Room  Table,2015.0,1.0,1,ICT Park TTA,2024-12-31,Dimension (1.50Lx0.61W *0.70H)m with Drawer and glass partion (0.20x1.50) MDF Laminate color is white Mesh; base finish color is black,Temporary Store,pcs,13.0,asset
24f3a290-e72d-4f22-b5c7-048766c341d0,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
24f6be93-709d-49d3-81ee-8feb2e6e851c,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
2692cc65-f76b-4633-bf28-8df13b77d5d8,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
271f3436-b220-4e3b-800c-e5b9456c47b8,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
276cb17c-08f6-40e1-990f-7779182aac17,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
27d6750e-b283-4ed7-b2bb-b57687dca516,Managers Chair,260.0,1.0,1,ICT Park TTA,2024-12-31,Color with Dark Navy,Temporary Store,pcs,4.0,asset
284ef33c-a64f-46a4-9e9e-0426c91269ce,Cafteria Chair,3400.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand colors Navy,Cycan,Dark Navy & Gray (Hex BFBFBF)",Temporary Store,pcs,40.0,asset
28513955-e77f-4a0a-8c39-d5491c03781c,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
28b04f7a-aa30-4aa3-986b-fa92a6be313a,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
28ee2fce-c02c-4ff0-8bc1-924bd8815310,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
29205aa4-7a6c-4e6c-a724-01638e53f9cc,Class Room  Table,2015.0,1.0,1,ICT Park TTA,2024-12-31,Dimension (1.50Lx0.61W *0.70H)m with Drawer and glass partion (0.20x1.50) MDF Laminate color is white Mesh; base finish color is black,Temporary Store,pcs,13.0,asset
29d0e4fe-ee6f-4108-abff-d161b7c80f03,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
29d6d330-c611-4803-842c-8b7f4942a672,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2a55752d-f851-4d1b-aaca-0de6198a4df6,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2a6f8cd4-d111-416a-820a-06f12c4874ad,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
2a7211b4-f4ee-42e8-8ff6-678576cea53c,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
2b4a050b-8c48-4bad-94b3-10f6c0c4a0af,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
2b57a396-5bfd-404f-94cd-05e13dea46e5,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2bacb8b8-7c72-472c-956a-8522f1b21bb7,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2bc35e6a-ff18-44c9-9a4d-684eec9976f8,Meeting chair,1440.0,1.0,1,ICT Park TTA,2024-12-31,Meeting chair,Temporary Store,pcs,12.0,asset
2be4518e-3a81-47ba-bb71-93c1f61cf85b,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
2c709857-9dca-48a5-b067-1d57ea7483f4,Cafteria Chair,3400.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand colors Navy,Cycan,Dark Navy & Gray (Hex BFBFBF)",Temporary Store,pcs,40.0,asset
2c768d86-c3a9-4322-a462-576908911866,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2da3cf28-20e1-4ff8-9118-48e4dbfb7340,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
2e71b13f-8ed8-4088-bf10-555158421939,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2eadc422-60f4-4844-a4d4-116e6e9eafb1,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
2ec64a58-eb7b-4a54-97d5-3d8c6d558938,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
2ee42fc1-cc88-4e84-95f3-e341412fcb87,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
2f240792-c9af-446d-a5a2-56bb0d922bd5,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
2f746800-b1dd-4f7a-b2a6-84ebe5672873,Class Room  Table,2015.0,1.0,1,ICT Park TTA,2024-12-31,Dimension (1.50Lx0.61W *0.70H)m with Drawer and glass partion (0.20x1.50) MDF Laminate color is white Mesh; base finish color is black,Temporary Store,pcs,13.0,asset
300af780-2100-44a4-90eb-012bc277b2d7,"Supply, Installation, and Commissioning of new Sto",37400.0,1.0,1,HQ Office Facility,2025-08-01,"Supply, Installation, and Commissioning of new Store compound  Electric Security Fence",Temporary Store,pcs,11.0,asset
30f9e962-01bf-4406-a882-795392a644e2,Cafteria  Table,400.0,1.0,1,ICT Park TTA,2024-12-31,Circular Gery  table with Radius =0.45m,Temporary Store,pcs,10.0,asset
312f2fa6-e7b3-47f2-99ae-f23c6914ef94,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
31ed9e0b-8d83-4391-99b5-6a1140bd4866,Class Room  Table,2015.0,1.0,1,ICT Park TTA,2024-12-31,Dimension (1.50Lx0.61W *0.70H)m with Drawer and glass partion (0.20x1.50) MDF Laminate color is white Mesh; base finish color is black,Temporary Store,pcs,13.0,asset
3233727d-ad53-4e83-8d63-64147cb04841,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
32c3a763-4fcb-4aeb-be72-ad7ee3fdbc23,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
332112e9-af96-49e9-9409-7c09eeb3d5ab,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
332bb12c-ed5c-44d9-ae3c-96d0dde27adb,Class Room Chair,1750.0,1.0,1,ICT Park TTA,2024-12-31,"Dimention(560mmD,610mmW,895mmH)
color :Navey",Temporary Store,pcs,70.0,asset
3340420e-4355-4e1c-9a04-9a7e6f2a4551,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
3348b698-f334-4e5c-9033-5c0bf2676930,Staff  Table,763.0,1.0,1,ICT Park TTA,2024-12-31,White MDF Table Dimension (1.20mx0.60m) with Drawer,Temporary Store,pcs,7.0,asset
33fa1bda-e9b1-4eb4-b8fd-bbb85abfb4c8,Imported from China made Shelf  Dixson shelf WXLXH,117391.30434783,1.0,1,Store and Inventory,2025-08-01,Imported from China made Shelf  Dixson shelf WXLXH   (40cmx90cmx2m ) with 5 steps,22 Store,pcs,15.0,asset
3484c564-49e7-461d-a74c-2a2f292e5379,Office Chair,3060.0,1.0,1,ICT Park TTA,2024-12-31,"Color use IE brand color -Cyan 
Bases: five star bases available in black nylon, polished aluminum and brushed aluminum finishes.",Temporary Store,pcs,45.0,asset
34c01951-d7c7-467b-a705-23ecd9c3ed5c,Office Table,4905.0,1.0,1,ICT Park TTA,2024-12-31,MDF white table with Drawer Dimension (1.20mx0.60m),Temporary Store,pcs,45.0,asset
